session_id,segment_id,load_kg,data_origin
20260811_212352_867,176,4074.4,synthetic_debug_fixture
20260811_212352_867,177,3989.0,synthetic_debug_fixture
20260811_212352_867,178,3684.3,synthetic_debug_fixture
20260811_212352_867,179,3540.0,synthetic_debug_fixture
20260811_212352_867,180,3266.0,synthetic_debug_fixture
20260811_212352_867,181,3738.3,synthetic_debug_fixture
20260811_212352_867,182,4315.5,synthetic_debug_fixture
20260811_212352_867,183,3943.1,synthetic_debug_fixture
20260811_212352_867,184,3761.7,synthetic_debug_fixture
20260811_212352_867,185,3968.6,synthetic_debug_fixture
20260811_212352_867,186,3590.5,synthetic_debug_fixture
20260811_212352_867,187,3844.7,synthetic_debug_fixture
20260811_212352_867,188,3933.1,synthetic_debug_fixture
20260811_212352_867,189,3910.3,synthetic_debug_fixture
20260811_212352_867,190,4092.2,synthetic_debug_fixture
20260811_212352_867,191,4020.6,synthetic_debug_fixture
20260811_212352_867,192,4097.5,synthetic_debug_fixture
20260811_212352_867,193,3852.4,synthetic_debug_fixture
20260811_212352_867,194,4172.9,synthetic_debug_fixture
20260811_212352_867,195,4329.8,synthetic_debug_fixture
20260811_212352_867,196,3847.8,synthetic_debug_fixture
20260811_212352_867,197,3881.3,synthetic_debug_fixture
20260811_212352_867,198,4326.4,synthetic_debug_fixture
20260811_212352_867,199,4051.9,synthetic_debug_fixture
20260811_212352_867,200,4377.4,synthetic_debug_fixture
20260811_212352_867,201,4042.7,synthetic_debug_fixture
20260811_212352_867,202,4427.2,synthetic_debug_fixture
20260811_212352_867,203,4193.8,synthetic_debug_fixture
20260811_212352_867,204,4239.3,synthetic_debug_fixture
20260811_212352_867,205,4511.7,synthetic_debug_fixture
20260811_212352_867,206,4163.8,synthetic_debug_fixture
20260811_212352_867,207,4075.0,synthetic_debug_fixture
20260811_212352_867,208,4192.4,synthetic_debug_fixture
20260811_212352_867,209,4388.5,synthetic_debug_fixture
20260811_212352_867,210,4024.6,synthetic_debug_fixture
20260811_212352_867,211,4471.4,synthetic_debug_fixture
20260811_212352_867,212,4269.7,synthetic_debug_fixture
20260811_212352_867,213,4618.0,synthetic_debug_fixture
20260811_212352_867,214,3962.7,synthetic_debug_fixture
20260811_212352_867,215,4296.4,synthetic_debug_fixture
20260811_212352_867,216,4148.8,synthetic_debug_fixture
20260811_212352_867,217,4339.4,synthetic_debug_fixture
20260811_212352_867,218,4571.3,synthetic_debug_fixture
20260811_212352_867,219,4515.2,synthetic_debug_fixture
20260811_212352_867,220,4526.9,synthetic_debug_fixture
20260811_212352_867,221,4571.2,synthetic_debug_fixture
20260811_212352_867,222,4667.0,synthetic_debug_fixture
20260811_212352_867,223,4460.7,synthetic_debug_fixture
20260811_212352_867,224,4816.5,synthetic_debug_fixture
20260811_212352_867,225,4834.5,synthetic_debug_fixture
20260811_212352_867,226,4807.8,synthetic_debug_fixture
20260811_224202_660,0,4724.0,synthetic_debug_fixture
20260811_224202_660,1,5080.8,synthetic_debug_fixture
20260811_224202_660,2,4696.3,synthetic_debug_fixture
20260811_224202_660,3,4676.9,synthetic_debug_fixture
20260811_224202_660,4,4614.1,synthetic_debug_fixture
20260811_224202_660,5,4583.3,synthetic_debug_fixture
20260811_224202_660,6,4565.3,synthetic_debug_fixture
20260811_224202_660,7,4656.3,synthetic_debug_fixture
20260811_224202_660,8,4835.9,synthetic_debug_fixture
20260811_224202_660,9,4936.1,synthetic_debug_fixture
20260811_224202_660,10,4904.1,synthetic_debug_fixture
20260811_224202_660,11,4769.5,synthetic_debug_fixture
20260811_224202_660,12,5111.4,synthetic_debug_fixture
20260811_224202_660,13,5102.5,synthetic_debug_fixture
20260811_224202_660,14,4951.6,synthetic_debug_fixture
20260811_224202_660,15,4878.5,synthetic_debug_fixture
20260811_224202_660,16,5130.5,synthetic_debug_fixture
20260811_224202_660,17,5082.5,synthetic_debug_fixture
20260811_224202_660,18,4789.3,synthetic_debug_fixture
20260811_224202_660,19,5075.0,synthetic_debug_fixture
20260811_224202_660,20,5158.9,synthetic_debug_fixture
20260811_224202_660,21,4956.1,synthetic_debug_fixture
20260811_224202_660,22,5185.2,synthetic_debug_fixture
20260811_224202_660,23,4889.2,synthetic_debug_fixture
20260811_224202_660,24,5444.5,synthetic_debug_fixture
20260811_224202_660,25,5446.6,synthetic_debug_fixture
20260811_224202_660,26,5177.3,synthetic_debug_fixture
20260811_224202_660,27,5314.1,synthetic_debug_fixture
20260811_224202_660,28,4799.8,synthetic_debug_fixture
20260811_224202_660,29,5058.3,synthetic_debug_fixture
20260811_224202_660,30,5241.4,synthetic_debug_fixture
20260811_224202_660,31,5109.0,synthetic_debug_fixture
20260811_224202_660,32,5468.8,synthetic_debug_fixture
20260811_224202_660,33,5731.5,synthetic_debug_fixture
20260811_224202_660,34,5138.0,synthetic_debug_fixture
20260811_224202_660,35,5218.7,synthetic_debug_fixture
20260811_224202_660,36,5439.9,synthetic_debug_fixture
20260811_224202_660,37,5718.8,synthetic_debug_fixture
20260811_224202_660,38,5189.1,synthetic_debug_fixture
20260811_224202_660,39,5485.5,synthetic_debug_fixture
20260811_224202_660,40,5800.8,synthetic_debug_fixture
20260811_224202_660,41,5147.0,synthetic_debug_fixture
20260811_224202_660,42,5230.7,synthetic_debug_fixture
20260811_224202_660,43,5407.5,synthetic_debug_fixture
20260811_224202_660,44,5400.5,synthetic_debug_fixture
20260811_224202_660,45,5667.6,synthetic_debug_fixture
20260811_224202_660,46,5568.6,synthetic_debug_fixture
20260811_224202_660,47,5191.6,synthetic_debug_fixture
20260811_224202_660,48,5641.1,synthetic_debug_fixture
20260811_224202_660,50,5440.4,synthetic_debug_fixture
20260811_224202_660,51,5804.7,synthetic_debug_fixture
20260811_224202_660,52,5447.6,synthetic_debug_fixture
20260811_224202_660,53,5453.6,synthetic_debug_fixture
20260811_224202_660,54,5686.8,synthetic_debug_fixture
20260811_224202_660,55,5736.0,synthetic_debug_fixture
20260811_224202_660,56,5681.7,synthetic_debug_fixture
20260811_224202_660,57,5277.6,synthetic_debug_fixture
20260811_224202_660,58,5709.5,synthetic_debug_fixture
20260811_224202_660,59,5412.1,synthetic_debug_fixture
20260811_224202_660,60,5659.9,synthetic_debug_fixture
20260811_224202_660,61,5344.7,synthetic_debug_fixture
20260811_224202_660,62,5706.7,synthetic_debug_fixture
20260811_224202_660,63,5468.4,synthetic_debug_fixture
20260811_224202_660,64,5378.8,synthetic_debug_fixture
20260811_224202_660,65,5763.4,synthetic_debug_fixture
20260811_224202_660,66,5673.4,synthetic_debug_fixture
20260811_224202_660,67,5509.2,synthetic_debug_fixture
20260811_224202_660,68,5905.3,synthetic_debug_fixture
20260811_224202_660,69,5541.1,synthetic_debug_fixture
20260811_224202_660,70,5630.4,synthetic_debug_fixture
20260811_224202_660,71,5673.8,synthetic_debug_fixture
20260811_224202_660,72,5500.6,synthetic_debug_fixture
20260811_224202_660,73,5706.9,synthetic_debug_fixture
20260811_224202_660,74,5510.3,synthetic_debug_fixture
20260811_224202_660,75,5529.5,synthetic_debug_fixture
20260811_224202_660,76,5865.4,synthetic_debug_fixture
20260811_224202_660,77,5398.7,synthetic_debug_fixture
20260811_224202_660,78,5129.4,synthetic_debug_fixture
20260811_224202_660,79,5895.6,synthetic_debug_fixture
20260811_224202_660,80,6068.9,synthetic_debug_fixture
20260811_224202_660,81,5494.2,synthetic_debug_fixture
20260811_224202_660,82,5192.3,synthetic_debug_fixture
20260811_224202_660,83,5496.1,synthetic_debug_fixture
20260811_224202_660,84,5491.8,synthetic_debug_fixture
20260811_224202_660,85,5500.9,synthetic_debug_fixture
20260811_224202_660,86,5313.6,synthetic_debug_fixture
20260811_224202_660,87,5628.2,synthetic_debug_fixture
20260811_224202_660,88,5606.8,synthetic_debug_fixture
20260811_224202_660,89,5207.7,synthetic_debug_fixture
20260811_224202_660,90,5617.1,synthetic_debug_fixture
20260811_224202_660,91,5864.6,synthetic_debug_fixture
20260811_224202_660,92,5490.7,synthetic_debug_fixture
20260811_224202_660,93,5379.7,synthetic_debug_fixture
20260811_224202_660,94,5403.5,synthetic_debug_fixture
20260811_224202_660,95,5534.8,synthetic_debug_fixture
20260811_224202_660,96,5069.8,synthetic_debug_fixture
20260811_224202_660,97,5418.7,synthetic_debug_fixture
20260811_224202_660,98,5296.8,synthetic_debug_fixture
20260811_224202_660,99,5710.8,synthetic_debug_fixture
20260811_224202_660,100,5306.4,synthetic_debug_fixture
20260811_224202_660,101,5643.5,synthetic_debug_fixture
20260811_224202_660,102,5094.5,synthetic_debug_fixture
20260811_224202_660,103,5401.8,synthetic_debug_fixture
20260811_224202_660,104,5332.8,synthetic_debug_fixture
20260811_224202_660,105,5086.6,synthetic_debug_fixture
20260811_224202_660,106,5269.2,synthetic_debug_fixture
20260811_224202_660,107,5449.3,synthetic_debug_fixture
20260811_224202_660,108,5135.3,synthetic_debug_fixture
20260811_224202_660,109,4853.4,synthetic_debug_fixture
20260811_224202_660,110,5155.3,synthetic_debug_fixture
20260811_224202_660,111,4965.6,synthetic_debug_fixture
20260811_224202_660,112,5053.0,synthetic_debug_fixture
20260811_224202_660,113,5082.7,synthetic_debug_fixture
20260811_224202_660,114,4750.3,synthetic_debug_fixture
20260811_224202_660,115,4746.7,synthetic_debug_fixture
20260811_224202_660,116,5128.4,synthetic_debug_fixture
20260811_224202_660,117,4914.2,synthetic_debug_fixture
20260811_224202_660,118,4500.6,synthetic_debug_fixture
20260811_224202_660,119,5122.1,synthetic_debug_fixture
20260811_224202_660,120,5001.9,synthetic_debug_fixture
20260811_224202_660,121,4790.5,synthetic_debug_fixture
20260811_224202_660,122,4652.6,synthetic_debug_fixture
20260811_224202_660,123,5043.6,synthetic_debug_fixture
20260811_224202_660,124,4927.8,synthetic_debug_fixture
20260811_224202_660,125,5295.7,synthetic_debug_fixture
20260811_224202_660,126,4896.3,synthetic_debug_fixture
20260811_224202_660,127,4867.4,synthetic_debug_fixture
20260811_224202_660,128,4738.1,synthetic_debug_fixture
20260811_224202_660,129,4904.1,synthetic_debug_fixture
20260811_224202_660,130,4844.5,synthetic_debug_fixture
20260811_224202_660,131,4941.9,synthetic_debug_fixture
20260811_224202_660,132,4578.5,synthetic_debug_fixture
20260811_224202_660,133,4572.1,synthetic_debug_fixture
20260811_224202_660,134,4540.8,synthetic_debug_fixture
20260811_224202_660,135,4761.7,synthetic_debug_fixture
20260811_224202_660,136,4874.6,synthetic_debug_fixture
20260811_224202_660,137,4476.0,synthetic_debug_fixture
20260811_224202_660,138,4459.8,synthetic_debug_fixture
20260811_224202_660,139,4579.0,synthetic_debug_fixture
20260811_224202_660,140,4448.9,synthetic_debug_fixture
20260811_224202_660,141,4656.3,synthetic_debug_fixture
20260811_224202_660,142,4018.8,synthetic_debug_fixture
20260811_224202_660,143,4270.1,synthetic_debug_fixture
20260811_224202_660,144,4256.5,synthetic_debug_fixture
20260811_224202_660,145,3939.2,synthetic_debug_fixture
20260811_224202_660,146,4177.8,synthetic_debug_fixture
20260811_224202_660,147,4165.5,synthetic_debug_fixture
20260811_224202_660,148,4281.1,synthetic_debug_fixture
20260811_224202_660,149,4512.1,synthetic_debug_fixture
20260811_224202_660,150,4230.3,synthetic_debug_fixture
20260811_224202_660,151,4058.6,synthetic_debug_fixture
20260811_224202_660,152,4225.0,synthetic_debug_fixture
20260811_224202_660,153,4417.0,synthetic_debug_fixture
20260811_224202_660,154,4008.1,synthetic_debug_fixture
20260811_224202_660,155,4000.8,synthetic_debug_fixture
20260811_224202_660,156,4263.3,synthetic_debug_fixture
20260811_224202_660,157,4094.2,synthetic_debug_fixture
20260811_224202_660,158,4242.1,synthetic_debug_fixture
20260811_224202_660,159,4096.5,synthetic_debug_fixture
20260811_224202_660,160,4215.6,synthetic_debug_fixture
20260811_224202_660,161,3864.1,synthetic_debug_fixture
20260811_224202_660,162,4042.9,synthetic_debug_fixture
20260811_224202_660,163,3987.4,synthetic_debug_fixture
20260811_224202_660,164,3777.5,synthetic_debug_fixture
20260811_224202_660,165,3694.2,synthetic_debug_fixture
20260811_224202_660,166,4109.9,synthetic_debug_fixture
20260811_224202_660,167,3895.1,synthetic_debug_fixture
20260811_224202_660,168,3750.8,synthetic_debug_fixture
20260811_224202_660,169,3913.7,synthetic_debug_fixture
20260811_224202_660,170,4134.2,synthetic_debug_fixture
20260811_224202_660,171,3465.6,synthetic_debug_fixture
20260811_224202_660,172,3602.5,synthetic_debug_fixture
20260811_224202_660,173,3699.4,synthetic_debug_fixture
20260811_224202_660,174,4144.3,synthetic_debug_fixture
20260811_224202_660,175,3905.7,synthetic_debug_fixture
20260811_224202_660,176,3986.9,synthetic_debug_fixture
20260811_224202_660,177,3609.3,synthetic_debug_fixture
20260811_224202_660,178,3602.4,synthetic_debug_fixture
20260811_224202_660,179,3892.9,synthetic_debug_fixture
20260811_224202_660,180,3808.1,synthetic_debug_fixture
20260811_224202_660,181,3892.9,synthetic_debug_fixture
20260811_224202_660,182,3742.5,synthetic_debug_fixture
20260811_224202_660,183,3823.6,synthetic_debug_fixture
20260811_224202_660,184,3792.6,synthetic_debug_fixture
20260811_224202_660,185,3904.2,synthetic_debug_fixture
20260811_224202_660,186,3902.9,synthetic_debug_fixture
20260811_224202_660,187,3430.6,synthetic_debug_fixture
20260811_224202_660,188,3304.3,synthetic_debug_fixture
20260811_224202_660,189,3922.8,synthetic_debug_fixture
20260811_224202_660,190,3953.8,synthetic_debug_fixture
20260811_224202_660,191,3525.5,synthetic_debug_fixture
20260811_224202_660,192,3360.7,synthetic_debug_fixture
20260811_224202_660,193,3733.7,synthetic_debug_fixture
20260811_224202_660,194,3890.8,synthetic_debug_fixture
20260811_224202_660,195,4055.2,synthetic_debug_fixture
20260811_224202_660,196,3807.7,synthetic_debug_fixture
20260811_224202_660,197,3636.2,synthetic_debug_fixture
20260811_224202_660,198,3535.7,synthetic_debug_fixture
20260811_224202_660,199,3709.5,synthetic_debug_fixture
20260811_224202_660,200,3650.5,synthetic_debug_fixture
20260811_224202_660,201,3514.3,synthetic_debug_fixture
20260811_224202_660,202,4104.3,synthetic_debug_fixture
20260811_224202_660,203,4056.1,synthetic_debug_fixture
20260811_224202_660,204,3934.3,synthetic_debug_fixture
20260811_224202_660,205,3542.8,synthetic_debug_fixture
20260811_224202_660,206,3887.7,synthetic_debug_fixture
20260811_224202_660,207,3850.8,synthetic_debug_fixture
20260811_224202_660,208,3818.0,synthetic_debug_fixture
20260811_224202_660,209,3978.6,synthetic_debug_fixture
20260811_224202_660,210,3866.7,synthetic_debug_fixture
20260811_224202_660,211,3893.4,synthetic_debug_fixture
20260811_224202_660,212,3880.8,synthetic_debug_fixture
20260811_224202_660,213,3831.6,synthetic_debug_fixture
20260811_224202_660,214,3431.8,synthetic_debug_fixture
20260811_224202_660,215,3799.0,synthetic_debug_fixture
20260811_224202_660,216,3685.4,synthetic_debug_fixture
20260811_224202_660,217,3556.1,synthetic_debug_fixture
20260811_224202_660,218,4134.9,synthetic_debug_fixture
20260811_224202_660,219,4154.7,synthetic_debug_fixture
20260811_224202_660,220,4094.8,synthetic_debug_fixture
20260811_224202_660,221,3894.5,synthetic_debug_fixture
20260811_224202_660,222,4116.9,synthetic_debug_fixture
20260811_224202_660,223,3872.4,synthetic_debug_fixture
20260811_224202_660,224,3922.1,synthetic_debug_fixture
20260811_224202_660,225,3686.6,synthetic_debug_fixture
20260811_224202_660,226,3986.7,synthetic_debug_fixture
20260811_224202_660,227,3936.4,synthetic_debug_fixture
20260811_224202_660,228,3689.5,synthetic_debug_fixture
20260811_224202_660,229,3944.9,synthetic_debug_fixture
20260811_224202_660,230,3955.0,synthetic_debug_fixture
20260811_224202_660,231,4331.4,synthetic_debug_fixture
20260811_224202_660,232,4174.3,synthetic_debug_fixture
20260811_224202_660,233,4021.6,synthetic_debug_fixture
20260811_224202_660,234,4084.3,synthetic_debug_fixture
20260811_224202_660,235,4062.5,synthetic_debug_fixture
20260811_224202_660,236,4032.8,synthetic_debug_fixture
20260811_224202_660,237,3882.1,synthetic_debug_fixture
20260811_224202_660,238,4079.4,synthetic_debug_fixture
20260811_224202_660,239,3984.0,synthetic_debug_fixture
20260811_224202_660,240,3906.3,synthetic_debug_fixture
20260811_224202_660,241,4263.9,synthetic_debug_fixture
20260811_224202_660,242,4260.6,synthetic_debug_fixture
20260811_224202_660,243,3862.4,synthetic_debug_fixture
20260811_224202_660,244,4202.1,synthetic_debug_fixture
20260811_224202_660,245,4437.4,synthetic_debug_fixture
20260811_224202_660,246,4470.3,synthetic_debug_fixture
20260811_224202_660,247,4484.8,synthetic_debug_fixture
20260811_224202_660,248,4316.5,synthetic_debug_fixture
20260811_224202_660,249,4168.2,synthetic_debug_fixture
20260811_224202_660,250,4143.9,synthetic_debug_fixture
20260811_224202_660,251,4439.9,synthetic_debug_fixture
20260811_224202_660,252,4468.5,synthetic_debug_fixture
20260811_224202_660,253,4664.9,synthetic_debug_fixture
20260811_224202_660,254,4651.2,synthetic_debug_fixture
20260811_224202_660,255,4436.9,synthetic_debug_fixture
20260811_224202_660,256,4245.9,synthetic_debug_fixture
20260811_224202_660,257,4446.1,synthetic_debug_fixture
20260811_224202_660,258,4571.7,synthetic_debug_fixture
20260811_224202_660,259,4513.9,synthetic_debug_fixture
20260811_224202_660,260,4464.6,synthetic_debug_fixture
20260811_224202_660,261,4646.9,synthetic_debug_fixture
20260811_224202_660,262,4524.5,synthetic_debug_fixture
20260811_224202_660,263,4523.6,synthetic_debug_fixture
